Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"209-8026",6R : Rural Minor Collector,32.282900,-82.570800,2024,90,Estimated,7,1,,,0.1966,0.56,110,Short Term
"209-8027",7R : Rural Local,32.124123,-82.490621,2024,50,Actual,10,,,,0.2388,0.77,90,Short Term
"209-8028",7R : Rural Local,31.999924,-82.542810,2024,130,Actual,10,20,,,0.1608,0.52,240,Short Term
"209-8029",7R : Rural Local,32.148898,-82.601331,2024,150,Estimated,15,0,,,0.1055,0.64,190,Short Term
"209-8030",7R : Rural Local,32.113973,-82.585689,2024,160,Actual,9,3,4.348,0,0.142,0.65,200,Short Term
"209-8031",7R : Rural Local,32.086493,-82.575973,2024,150,Actual,9,3,4.545,4.545,0.1477,0.68,190,Short Term
"211-0101",4R : Rural Minor Arterial,33.625277,-83.648658,2024,3530,Actual,,,,,0.0933,0.52,4920,Short Term
"211-0103",4R : Rural Minor Arterial,33.622847,-83.616204,2024,2870,Actual,251,109,9.639,6.024,0.1159,0.72,3670,Short Term
"211-0105",4R : Rural Minor Arterial,33.622161,-83.609960,2024,3220,Actual,,,,,0.097,0.56,4060,Short Term
"211-0107",4R : Rural Minor Arterial,33.600055,-83.560641,2024,3350,Actual,184,78,5.12,1.205,0.099,0.64,4220,Short Term
"211-0112",4R : Rural Minor Arterial,33.585936,-83.507435,2024,4170,Actual,,,,,0.1394,0.84,5800,Short Term
"211-0114",4R : Rural Minor Arterial,33.581357,-83.491265,2024,6390,Actual,433,95,6.581,0.803,0.0976,0.78,9800,Short Term
"211-0116",4R : Rural Minor Arterial,33.581144,-83.488587,2024,8340,Estimated,605,268,6.156,1.884,0.0972,0.57,10500,Short Term
"211-0118",3R : Rural Principal Arterial - Other,33.587156,-83.476677,2024,17300,Actual,968,371,4.303,1.943,0.0831,0.5,21800,Short Term
"211-0121",3R : Rural Principal Arterial - Other,33.591757,-83.471984,2024,15500,Estimated,810,369,5.563,1.197,0.0935,0.52,19500,Short Term
"211-0123",3R : Rural Principal Arterial - Other,33.599130,-83.464521,2024,8500,Actual,597,243,7.995,2.317,0.1015,0.59,10700,Short Term
"211-0127",3R : Rural Principal Arterial - Other,33.607554,-83.454473,2024,5750,Estimated,406,184,7.356,2.452,0.1031,0.54,7250,Short Term
"211-0129",4R : Rural Minor Arterial,33.599150,-83.413680,2024,3400,Estimated,280,269,10.082,4.36,0.1098,0.57,4850,Short Term
"211-0132",4R : Rural Minor Arterial,33.601260,-83.399300,2024,3180,Estimated,232,260,6.803,4.082,0.0959,0.54,4550,Short Term
"211-0134",3R : Rural Principal Arterial - Other,33.474571,-83.428074,2024,12200,Estimated,755,1337,,,0.0953,0.53,21500,Short Term
"211-0136",3R : Rural Principal Arterial - Other,33.512773,-83.447332,2024,10900,Actual,900,1469,8.647,9.534,0.0825,0.51,13700,Short Term
"211-0138",3R : Rural Principal Arterial - Other,33.538523,-83.460807,2024,12800,Estimated,863,881,6.018,4.69,0.0901,0.54,18400,Short Term
"211-0141",3R : Rural Principal Arterial - Other,33.559431,-83.476722,2024,20500,Actual,887,2480,2.256,6.391,0.0779,0.51,29100,Short Term
"211-0142",3R : Rural Principal Arterial - Other,33.571949,-83.477374,2024,13400,Estimated,565,68,4.21,0.318,0.0955,0.51,16900,Short Term
"211-0143",3R : Rural Principal Arterial - Other,33.583550,-83.477624,2024,11700,Actual,540,238,3.996,1.23,0.0832,0.53,14700,Short Term
"211-0147",3R : Rural Principal Arterial - Other,33.646777,-83.447707,2024,11600,Estimated,514,979,4.213,5.717,0.0875,0.55,19700,Short Term
"211-0149",3R : Rural Principal Arterial - Other,33.670022,-83.444203,2024,10400,Actual,752,1117,5.79,7.6,0.08,0.51,17300,Short Term
"211-0152",3R : Rural Principal Arterial - Other,33.703819,-83.442726,2024,7420,Estimated,529,948,7.645,7.951,0.0897,0.55,9350,Short Term
"211-0154",4R : Rural Minor Arterial,33.580555,-83.479148,2024,3500,Actual,,,,,0.1053,0.51,5410,Short Term
"211-0156",4R : Rural Minor Arterial,33.459723,-83.550545,2024,3070,Estimated,,,,,0.0902,0.55,4800,Short Term
"211-0158",4R : Rural Minor Arterial,33.496935,-83.553231,2024,4180,Estimated,382,458,8.269,8.527,0.0942,0.51,8070,Short Term
"211-0161",4R : Rural Minor Arterial,33.537960,-83.516736,2024,4430,Actual,377,363,6.477,4.663,0.0872,0.51,8550,Short Term
"211-0163",4R : Rural Minor Arterial,33.568024,-83.494321,2024,6490,Estimated,467,223,3.495,2.432,0.1032,0.62,10900,Short Term
"211-0165",5R : Rural Major Collector,33.596910,-83.469939,2024,7730,Actual,497,173,5.927,1.216,0.0851,0.54,9740,Short Term
"211-0167",5R : Rural Major Collector,33.613871,-83.480272,2024,4520,Estimated,302,211,6.517,3.146,0.101,0.62,6260,Short Term
"211-0169",5R : Rural Major Collector,33.636924,-83.489907,2024,4250,Estimated,307,181,,,0.0905,0.6,6210,Short Term
"211-0172",5R : Rural Major Collector,33.685297,-83.501171,2024,3280,Estimated,273,201,10.123,2.147,0.1021,0.59,4700,Short Term
"211-0174",5R : Rural Major Collector,33.720306,-83.498036,2024,2520,Actual,,,,,0.0869,0.59,5380,Short Term
"211-0178",5R : Rural Major Collector,33.734827,-83.511204,2024,3500,Actual,330,233,9.014,3.944,0.1014,0.52,5960,Short Term
"211-0181",5R : Rural Major Collector,33.744380,-83.523454,2024,3510,Estimated,186,172,,,0.0984,0.52,5080,Short Term
"211-0183",5R : Rural Major Collector,33.752056,-83.532761,2024,3100,Estimated,,,,,0.0995,0.62,4820,Short Term
"211-0185",5R : Rural Major Collector,33.487733,-83.571116,2024,630,Estimated,,,,,0.0967,0.75,1010,Short Term
"211-0189",5R : Rural Major Collector,33.482885,-83.566792,2024,310,Estimated,,,,,0.1245,0.56,580,Short Term
"211-0192",5R : Rural Major Collector,33.451717,-83.538636,2024,260,Actual,29,10,7.692,0,0.0992,0.62,330,Short Term
"211-0194",5R : Rural Major Collector,33.447838,-83.507165,2024,470,Estimated,65,28,3.922,9.804,0.1106,0.61,590,Short Term
"211-0196",1R : Rural Principal Arterial - Interstate,33.600600,-83.653500,2024,40800,Calculated,,,,,,,51400,Short Term
"211-0198",1R : Rural Principal Arterial - Interstate,33.576100,-83.567700,2024,40600,Calculated,,,,,,,51200,Short Term
"211-0201",1R : Rural Principal Arterial - Interstate,33.557500,-83.491200,2024,40100,Calculated,,,,,,,50500,Short Term
"211-0203",1R : Rural Principal Arterial - Interstate,33.555610,-83.457760,2024,35300,Actual,951,6483,0.838,5.817,0.1117,0.54,49700,CCS
"211-0205",1R : Rural Principal Arterial - Interstate,33.540000,-83.315700,2024,34200,Calculated,,,,,,,49200,Short Term
"211-0207",5R : Rural Major Collector,33.554019,-83.539865,2024,360,Actual,14,3,2.174,2.174,0.1292,0.59,510,Short Term
"211-0212",5R : Rural Major Collector,33.567559,-83.660668,2024,1110,Estimated,120,30,8.661,1.575,0.1185,0.67,1710,Short Term
"211-0214",5R : Rural Major Collector,33.583162,-83.641802,2024,1350,Actual,94,16,2.286,0.571,0.1297,0.62,2300,Short Term
"211-0216",5R : Rural Major Collector,33.602504,-83.624676,2024,1210,Actual,98,41,7.143,5.519,0.2541,0.77,1530,Short Term
"211-0218",5R : Rural Major Collector,33.620294,-83.611804,2024,780,Actual,74,20,5.195,0,0.0988,0.62,980,Short Term
"211-0221",5R : Rural Major Collector,33.623934,-83.612085,2024,2170,Actual,,,,,0.0977,0.55,3720,Short Term
"211-0223",5R : Rural Major Collector,33.630478,-83.609210,2024,1090,Actual,,,,,0.104,0.55,1370,Short Term
"211-0227",5R : Rural Major Collector,33.681429,-83.590442,2024,2600,Estimated,252,58,9.934,1.325,0.1193,0.53,5180,Short Term
"211-0229",5R : Rural Major Collector,33.690172,-83.586907,2024,860,Actual,90,15,11.392,2.532,0.0922,0.54,1080,Short Term
"211-0232",5R : Rural Major Collector,33.677924,-83.566559,2024,460,Actual,,,,,0.0984,0.54,580,Short Term
"211-0233",5R : Rural Major Collector,33.685673,-83.579350,2024,710,Actual,39,11,9.756,0,0.1163,0.5,900,Short Term
"211-0236",6R : Rural Minor Collector,33.560772,-83.565689,2024,860,Estimated,83,13,10.417,2.083,0.1148,0.63,1310,Short Term
"211-0238",5R : Rural Major Collector,33.584885,-83.498467,2024,190,Actual,,,,,0.1309,0.58,330,Short Term
"211-0241",5R : Rural Major Collector,33.601784,-83.536579,2024,750,Actual,,,,,0.1056,0.52,950,Short Term
"211-0243",5R : Rural Major Collector,33.588698,-83.480121,2024,690,Actual,,,,,0.114,0.82,870,Short Term
"211-0245",5R : Rural Major Collector,33.664403,-83.610825,2024,440,Actual,,,,,0.1227,0.6,550,Short Term
"211-0247",5R : Rural Major Collector,33.703778,-83.544931,2024,2600,Actual,224,44,8.013,2.564,0.12,0.53,4560,Short Term
"211-0252",5R : Rural Major Collector,33.714122,-83.560337,2024,670,Actual,62,16,11.905,1.19,0.1259,0.52,1150,Short Term
"211-0254",5R : Rural Major Collector,33.686723,-83.533319,2024,810,Actual,86,19,5.952,2.381,0.1032,0.6,,Short Term
"211-0256",5R : Rural Major Collector,33.672027,-83.529010,2024,930,Estimated,79,34,6.061,3.03,0.1088,0.57,1680,Short Term
"211-0258",5R : Rural Major Collector,33.722908,-83.566299,2024,560,Actual,57,14,12.727,0,0.0975,0.53,,Short Term
"211-0261",6R : Rural Minor Collector,33.739883,-83.500863,2024,1560,Actual,,,,,0.118,0.6,3460,Short Term
"211-0263",5R : Rural Major Collector,33.730871,-83.501727,2024,800,Actual,98,16,16.129,3.226,0.116,0.54,1310,Short Term
"211-0265",5R : Rural Major Collector,33.709312,-83.465989,2024,1060,Estimated,,,,,0.1065,0.54,2000,Short Term
"211-0267",6R : Rural Minor Collector,33.542246,-83.317194,2024,1550,Actual,,,,,0.1037,0.53,1950,Short Term
"211-0269",5R : Rural Major Collector,33.577754,-83.376954,2024,2150,Actual,,,,,0.1296,0.67,3550,Short Term
"211-0272",6R : Rural Minor Collector,33.528653,-83.405964,2024,650,Actual,,,,,0.1099,0.54,1180,Short Term
"211-0274",6R : Rural Minor Collector,33.532435,-83.423947,2024,2000,Actual,123,40,5.14,0.935,0.1071,0.53,3560,Short Term
"211-0276",6R : Rural Minor Collector,33.569607,-83.450659,2024,3070,Estimated,188,94,4.774,3.769,0.1329,0.63,5890,Short Term
"211-0278",6R : Rural Minor Collector,33.589600,-83.462400,2024,2360,Actual,82,5,5.882,0,0.0938,0.56,2970,Short Term
"211-0281",5R : Rural Major Collector,33.461427,-83.484132,2024,430,Actual,42,36,8.333,4.167,0.1114,0.67,540,Short Term
"211-0283",5R : Rural Major Collector,33.528377,-83.374216,2024,480,Estimated,66,29,4.444,13.333,0.0958,0.58,610,Short Term
"211-0287",5R : Rural Major Collector,33.560355,-83.362094,2024,2340,Actual,105,37,4.365,0.397,0.1077,0.64,3340,Short Term
"211-0292",5R : Rural Major Collector,33.625139,-83.609846,2024,360,Actual,,,,,0.1622,0.58,510,Short Term
"211-0314",5R : Rural Major Collector,33.813693,-83.509387,2024,3680,Estimated,243,136,4.39,0.244,0.1144,0.51,6520,Short Term
"211-0316",5R : Rural Major Collector,33.484448,-83.563138,2024,340,Estimated,,,,,0.1032,0.69,620,Short Term
"211-0318",3R : Rural Principal Arterial - Other,33.570627,-83.465072,2024,13300,Actual,715,1198,6.081,4.223,0.0893,0.55,19600,Short Term
"211-0321",3R : Rural Principal Arterial - Other,33.585808,-83.446703,2024,12600,Estimated,1068,1286,7.52,5.712,0.112,0.58,21000,Short Term
"211-0323",3R : Rural Principal Arterial - Other,33.607163,-83.450670,2024,9630,Actual,858,1198,9.563,6.029,0.0999,0.64,12800,Short Term
"211-0325",5R : Rural Major Collector,33.654292,-83.449200,2024,940,Actual,,,,,0.1253,0.73,1790,Short Term
"211-0327",5R : Rural Major Collector,33.714849,-83.496794,2024,720,Actual,60,16,4.938,4.938,0.112,0.54,1050,Short Term
"211-7517",5R : Rural Major Collector,33.450247,-83.507930,2024,580,Actual,59,20,,,0.1096,0.62,1490,Short Term
"211-8001",7R : Rural Local,33.724777,-83.524478,2024,150,Actual,20,3,8.696,4.348,0.1503,0.52,230,Short Term
"211-8003",7R : Rural Local,33.603396,-83.510945,2024,620,Actual,65,12,11.268,0,0.1151,0.62,930,Short Term
"211-8007",7R : Rural Local,33.580923,-83.476869,2024,300,Actual,15,2,2.564,0,0.1291,0.64,380,Short Term
"211-8009",7R : Rural Local,33.516180,-83.370728,2024,70,Estimated,2,3,0,0,0.1151,0.63,90,Short Term
"211-8013",7R : Rural Local,33.705810,-83.489591,2024,230,Estimated,23,5,13.333,0,0.1346,0.67,290,Short Term
"211-8015",6R : Rural Minor Collector,33.570500,-83.603400,2024,700,Estimated,,,,,0.1252,0.53,970,Short Term
"211-8019",7R : Rural Local,33.585038,-83.471324,2024,380,Actual,,,,,0.1278,0.52,480,Short Term
"211-8023",7R : Rural Local,33.732478,-83.548782,2024,130,Estimated,11,0,,,0.2077,0.63,160,Short Term
"211-8024",7R : Rural Local,33.712842,-83.481977,2024,80,Estimated,13,2,7.692,7.692,0.1716,0.62,120,Short Term
"211-8026",7R : Rural Local,33.578200,-83.552140,2024,460,Estimated,48,3,6.349,0,0.1414,0.63,620,Short Term
"211-8027",7R : Rural Local,33.591393,-83.485704,2024,80,Actual,5,1,8.333,0,0.15,0.58,100,Short Term
"211-8028",7R : Rural Local,33.633135,-83.516764,2024,430,Actual,22,3,4,2,0.1157,0.8,580,Short Term
"211-8029",7R : Rural Local,33.637816,-83.576249,2024,30,Estimated,6,1,0,0,0.1631,0.6,40,Short Term
"211-8030",7R : Rural Local,33.638827,-83.637320,2024,310,Actual,22,1,4.878,0,0.131,0.59,550,Short Term
"211-8031",7R : Rural Local,33.602120,-83.670313,2024,60,Estimated,6,2,,,0.1579,0.56,80,Short Term
"211-8033",7R : Rural Local,33.601181,-83.597710,2024,230,Estimated,21,6,21.739,0,0.1041,0.61,290,Short Term
"211-8034",7R : Rural Local,33.577269,-83.587673,2024,220,Actual,26,5,10.714,3.571,0.1279,0.54,280,Short Term
"211-8035",7R : Rural Local,33.532336,-83.602874,2024,150,Actual,16,2,15.789,0,0.1242,0.53,230,Short Term
"211-8037",7R : Rural Local,33.545283,-83.617850,2024,120,Actual,14,2,0,6.667,0.125,0.53,150,Short Term
"211-8038",7R : Rural Local,33.527734,-83.640948,2024,90,Actual,11,4,0,0,0.1264,0.55,110,Short Term
"211-8039",6R : Rural Minor Collector,33.478807,-83.575268,2024,480,Estimated,35,14,4.444,4.444,0.0954,0.73,890,Short Term
"211-8042",7R : Rural Local,33.502827,-83.509966,2024,30,Actual,2,0,16.667,0,0.2069,0.67,40,Short Term
"211-8043",7R : Rural Local,33.516877,-83.485702,2024,240,Estimated,33,4,17.143,5.714,0.1493,0.51,400,Short Term
"211-8044",6R : Rural Minor Collector,33.509668,-83.472985,2024,260,Actual,16,2,,,0.1053,0.69,330,Short Term
"211-8045",7R : Rural Local,33.491025,-83.378846,2024,130,Actual,12,1,0,0,0.1094,0.57,250,Short Term
"211-8046",6R : Rural Minor Collector,33.509252,-83.420897,2024,1760,Estimated,129,42,7.107,2.03,0.115,0.61,4090,Short Term
"211-8047",7R : Rural Local,33.486642,-83.348274,2024,510,Estimated,43,11,8,0,0.1006,0.56,1030,Short Term
"211-8048",7R : Rural Local,33.520518,-83.320498,2024,220,Estimated,24,5,16,0,0.1188,0.6,300,Short Term
"211-8051",7R : Rural Local,33.588294,-83.423390,2024,2760,Estimated,132,26,3.571,0.893,0.1247,0.52,4570,Short Term
"211-8052",6R : Rural Minor Collector,33.594898,-83.358987,2024,440,Estimated,47,12,13.462,1.923,0.1212,0.54,570,Short Term
"211-8056",6R : Rural Minor Collector,33.771780,-83.504246,2024,1150,Actual,106,41,7.971,0,0.1205,0.57,1930,Short Term
"211-8057",7R : Rural Local,33.539753,-83.398364,2024,80,Estimated,14,1,33.333,0,0.2052,0.67,130,Short Term
"211-8058",7R : Rural Local,33.742799,-83.533555,2024,220,Actual,19,1,18.182,0,0.0996,0.5,,Short Term
"211-8060",7R : Rural Local,33.598206,-83.653396,2024,350,Estimated,25,8,4.878,2.439,0.1207,0.51,440,Short Term
"211-8061",6R : Rural Minor Collector,33.457219,-83.564853,2024,90,Actual,5,1,0,0,0.1724,0.67,110,Short Term
"211-8062",6R : Rural Minor Collector,33.586706,-83.610700,2024,770,Actual,76,12,10,0,0.1034,0.57,970,Short Term
"211-8064",6R : Rural Minor Collector,33.642828,-83.396697,2024,40,Estimated,3,1,0,0,0.2108,0.63,70,Short Term
"211-r201",1R : Rural Principal Arterial - Interstate,33.593501,-83.633458,2024,850,Estimated,,,,,0.2012,1,1330,Short Term
"211-r202",1R : Rural Principal Arterial - Interstate,33.591760,-83.628068,2024,680,Estimated,,,,,0.1609,1,1240,Short Term
"211-r209",1R : Rural Principal Arterial - Interstate,33.562291,-83.502395,2024,2430,Estimated,,,,,0.0797,1,5780,Short Term
"211-r210",1R : Rural Principal Arterial - Interstate,33.559537,-83.496385,2024,1770,Estimated,,,,,0.0852,1,4200,Short Term
"211-r211",1R : Rural Principal Arterial - Interstate,33.554936,-83.478973,2024,5310,Actual,,,,,0.0818,1,6690,Short Term
"211-r212",1R : Rural Principal Arterial - Interstate,33.554624,-83.470554,2024,2520,Estimated,,,,,0.0771,1,3180,Short Term
"211-r221",1R : Rural Principal Arterial - Interstate,33.551511,-83.360402,2024,880,Estimated,,,,,0.1009,1,1500,Short Term
"211-r222",1R : Rural Principal Arterial - Interstate,33.549963,-83.354620,2024,430,Estimated,,,,,0.1228,1,790,Short Term
"211-r801",1R : Rural Principal Arterial - Interstate,33.592543,-83.627558,2024,810,Estimated,,,,,0.1056,1,1550,Short Term
"211-r802",1R : Rural Principal Arterial - Interstate,33.594333,-83.632515,2024,800,Estimated,,,,,0.1152,1,1230,Short Term
"211-r809",1R : Rural Principal Arterial - Interstate,33.560500,-83.496351,2024,2060,Estimated,,,,,0.0811,1,4400,Short Term
"211-r810",1R : Rural Principal Arterial - Interstate,33.562884,-83.501474,2024,1850,Estimated,,,,,0.0865,1,4760,Short Term
