Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"015-0101",3U : Urban Principal Arterial - Other,34.089037,-84.738739,2024,21300,Actual,1386,969,5.694,3.796,0.0938,0.5,30300,Short Term
"015-0102",3U : Urban Principal Arterial - Other,34.132200,-84.751900,2024,19000,Estimated,1196,704,5.329,3.114,0.0892,0.5,33000,Short Term
"015-0103",3U : Urban Principal Arterial - Other,34.153675,-84.764948,2024,18000,Estimated,,,,,0.0867,0.55,25800,Short Term
"015-0105",3U : Urban Principal Arterial - Other,34.155461,-84.783166,2024,18600,Estimated,1296,618,5.515,2.303,0.09,0.6,24900,Short Term
"015-0106",4U : Urban Minor Arterial,34.149193,-84.827015,2024,7850,Estimated,,,,,0.0921,0.75,11900,Short Term
"015-0107",3U : Urban Principal Arterial - Other,34.164478,-84.788747,2024,24300,Estimated,1633,571,5.358,1.709,0.0904,0.54,35100,Short Term
"015-0109",3U : Urban Principal Arterial - Other,34.167915,-84.788219,2024,22900,Estimated,940,154,3.215,0.487,0.0912,0.5,28900,Short Term
"015-0110",5R : Rural Major Collector,34.389686,-84.799406,2024,290,Estimated,,,,,0.114,0.74,370,Short Term
"015-0112",3U : Urban Principal Arterial - Other,34.173562,-84.786769,2024,33300,Estimated,1522,432,3.469,0.775,0.0926,0.51,48000,Short Term
"015-0114",3U : Urban Principal Arterial - Other,34.180841,-84.785293,2024,34800,Estimated,1890,576,5.848,1.258,0.0858,0.52,43800,Short Term
"015-0116",3U : Urban Principal Arterial - Other,34.194916,-84.789311,2024,33600,Estimated,1348,364,5.141,1.162,0.0879,0.52,42300,Short Term
"015-0118",3U : Urban Principal Arterial - Other,34.204790,-84.811800,2024,42500,Estimated,1777,1185,3.332,1.786,0.0916,0.55,,Short Term
"015-0119",3U : Urban Principal Arterial - Other,34.211380,-84.830590,2024,32200,Estimated,1913,1520,4.588,2.276,0.0891,0.58,,Short Term
"015-0120",3U : Urban Principal Arterial - Other,34.226000,-84.854000,2024,16900,Estimated,995,420,4.31,1.724,0.0979,0.61,27400,Short Term
"015-0121",3U : Urban Principal Arterial - Other,34.238618,-84.856702,2024,14000,Actual,947,245,3.968,1.01,0.0987,0.56,17600,Short Term
"015-0123",4U : Urban Minor Arterial,34.301446,-84.882074,2024,9460,Estimated,670,254,5.048,1.619,0.1127,0.5,13900,Short Term
"015-0129",4U : Urban Minor Arterial,34.371256,-84.928521,2024,12000,Estimated,677,209,3.562,0.521,0.0994,0.58,16400,Short Term
"015-0132",4U : Urban Minor Arterial,34.385208,-84.934981,2024,9740,Actual,627,289,3.448,1.401,0.0953,0.61,12300,Short Term
"015-0134",3R : Rural Principal Arterial - Other,34.203426,-85.022358,2024,19300,Estimated,1279,1454,5.276,3.438,0.0908,0.52,27000,Short Term
"015-0136",3R : Rural Principal Arterial - Other,34.211735,-84.952771,2024,20100,Actual,842,1345,2.948,2.717,0.0859,0.58,35100,Short Term
"015-0138",3U : Urban Principal Arterial - Other,34.217786,-84.926878,2024,19400,Estimated,1143,1364,6.257,3.911,0.0959,0.52,28100,Short Term
"015-0139",3U : Urban Principal Arterial - Other,34.201500,-84.799600,2024,18900,Estimated,,,,,,,23800,Short Term
"015-0140",3U : Urban Principal Arterial - Other,34.206594,-84.794899,2024,22400,Estimated,1477,1102,4.869,3.531,0.0865,0.59,,Short Term
"015-0141",3U : Urban Principal Arterial - Other,34.205294,-84.784085,2024,22900,Estimated,,,,,0.0806,0.52,36200,Short Term
"015-0142",3U : Urban Principal Arterial - Other,34.205891,-84.771342,2024,26500,Estimated,1584,1215,,,0.0936,0.51,,Short Term
"015-0144",3U : Urban Principal Arterial - Other,34.207930,-84.760170,2024,25500,Estimated,2007,675,7.026,1.716,0.0969,0.6,36000,Short Term
"015-0145",3U : Urban Principal Arterial - Other,34.219995,-84.727241,2024,15900,Estimated,1588,729,8.277,2.471,0.1031,0.54,20000,Short Term
"015-0147",3U : Urban Principal Arterial - Other,34.214090,-84.658116,2024,13200,Estimated,930,757,4.816,2.762,0.1112,0.52,20400,Short Term
"015-0149",4R : Rural Minor Arterial,34.086227,-84.841629,2024,7480,Estimated,659,301,6.905,1.726,0.1104,0.57,13600,Short Term
"015-0150",4U : Urban Minor Arterial,34.121400,-84.850900,2024,9170,Estimated,762,520,5.514,2.545,0.1044,0.56,14100,Short Term
"015-0152",4U : Urban Minor Arterial,34.145417,-84.834723,2024,19300,Actual,1479,829,4.997,1.969,0.1028,0.6,24300,Short Term
"015-0154",4U : Urban Minor Arterial,34.158434,-84.814563,2024,18100,Estimated,,,,,0.0867,0.55,23800,Short Term
"015-0158",4U : Urban Minor Arterial,34.161417,-84.801945,2024,17100,Actual,616,236,2.4,0.727,0.0806,0.55,21500,Short Term
"015-0161",4U : Urban Minor Arterial,34.164169,-84.799236,2024,14200,Estimated,,,,,0.0862,0.51,17900,Short Term
"015-0163",4U : Urban Minor Arterial,34.165010,-84.796179,2024,13400,Estimated,462,152,,,0.092,0.57,16900,Short Term
"015-0167",4U : Urban Minor Arterial,34.167271,-84.793572,2024,10700,Actual,573,71,2.772,0.333,0.0841,0.51,13500,Short Term
"015-0169",4U : Urban Minor Arterial,34.170910,-84.793460,2024,13200,Estimated,706,174,6.024,0.947,0.089,0.51,18600,Short Term
"015-0172",4U : Urban Minor Arterial,34.173685,-84.793425,2024,12900,Estimated,549,101,3.33,0.701,0.0901,0.51,16400,Short Term
"015-0174",4U : Urban Minor Arterial,34.180174,-84.793797,2024,17800,Estimated,,,,,0.0861,0.54,25500,Short Term
"015-0176",4U : Urban Minor Arterial,34.193117,-84.797058,2024,16900,Estimated,788,218,3.309,1.083,0.1,0.56,21300,Short Term
"015-0178",3U : Urban Principal Arterial - Other,34.214780,-84.794050,2024,13000,Actual,598,672,5.813,6.599,0.098,0.55,19700,CCS
"015-0180",3U : Urban Principal Arterial - Other,34.257400,-84.764900,2024,13700,Estimated,971,706,4.558,3.156,0.1058,0.62,20400,Short Term
"015-0181",4U : Urban Minor Arterial,34.278380,-84.743737,2024,14200,Estimated,904,769,5.238,1.825,0.0897,0.61,20700,Short Term
"015-0185",4R : Rural Minor Arterial,34.313324,-84.724967,2024,9200,Actual,955,639,9.56,3.899,0.0864,0.62,13000,Short Term
"015-0189",4R : Rural Minor Arterial,34.367069,-84.713733,2024,6210,Estimated,605,637,8.152,5.254,0.0922,0.64,8780,Short Term
"015-0192",4R : Rural Minor Arterial,34.082799,-84.975198,2024,9880,Estimated,828,569,10.01,3.406,0.1028,0.65,17100,Short Term
"015-0194",4R : Rural Minor Arterial,34.102287,-84.924455,2024,14600,Actual,836,666,3.306,1.176,0.0933,0.72,24000,Short Term
"015-0195",4U : Urban Minor Arterial,34.122200,-84.861200,2024,13200,Estimated,,,,,0.0962,0.67,21300,Short Term
"015-0196",3U : Urban Principal Arterial - Other,34.166465,-84.790835,2024,11100,Estimated,455,206,2.869,1.332,0.0915,0.53,14000,Short Term
"015-0201",3U : Urban Principal Arterial - Other,34.174802,-84.773076,2024,19100,Estimated,982,635,3.697,1.251,0.0933,0.51,24100,Short Term
"015-0203",4U : Urban Minor Arterial,34.375523,-84.954852,2024,12000,Estimated,916,814,4.715,3.915,0.0971,0.54,15300,Short Term
"015-0205",4U : Urban Minor Arterial,34.376896,-84.937273,2024,15200,Estimated,1145,1247,6.245,5.592,0.0912,0.59,21100,Short Term
"015-0207",4U : Urban Minor Arterial,34.376893,-84.917313,2024,19300,Estimated,1593,1430,4.778,3.982,0.0917,0.51,24300,Short Term
"015-0212",5U : Urban Major Collector,34.385593,-84.888008,2024,5040,Estimated,557,220,9.057,1.698,0.1085,0.56,6350,Short Term
"015-0214",5R : Rural Major Collector,34.362708,-84.788267,2024,3370,Estimated,371,182,12.366,3.763,0.1146,0.56,5590,Short Term
"015-0216",5R : Rural Major Collector,34.345635,-84.686092,2024,2950,Estimated,263,185,6.838,4.558,0.1237,0.51,4540,Short Term
"015-0218",4U : Urban Minor Arterial,34.229783,-84.856291,2024,2590,Estimated,124,25,3.987,0.664,0.1181,0.51,3260,Short Term
"015-0221",4U : Urban Minor Arterial,34.084362,-84.699182,2024,7790,Actual,585,138,6.072,0.686,0.131,0.72,13000,Short Term
"015-0225",4U : Urban Minor Arterial,34.129945,-84.757578,2024,8740,Estimated,,,,,0.0932,0.58,15600,Short Term
"015-0227",4U : Urban Minor Arterial,34.145742,-84.770021,2024,8810,Estimated,697,200,4.835,0.412,0.112,0.54,12700,Short Term
"015-0229",4U : Urban Minor Arterial,34.155127,-84.788753,2024,3850,Estimated,262,55,7.67,1.42,0.095,0.59,4850,Short Term
"015-0232",4U : Urban Minor Arterial,34.163130,-84.793582,2024,6910,Actual,374,45,3.506,0.167,0.0867,0.5,8710,Short Term
"015-0236",4U : Urban Minor Arterial,34.164873,-84.793592,2024,6100,Estimated,,,,,0.0922,0.56,7720,Short Term
"015-0238",4U : Urban Minor Arterial,34.164477,-84.800189,2024,7820,Estimated,291,13,,,0.1241,0.55,13600,Short Term
"015-0241",4U : Urban Minor Arterial,34.165322,-84.801128,2024,6730,Estimated,,,,,0.0912,0.67,9010,Short Term
"015-0243",4U : Urban Minor Arterial,34.167198,-84.805673,2024,5410,Actual,240,24,2.247,0,0.0988,0.51,6820,Short Term
"015-0245",4U : Urban Minor Arterial,34.178982,-84.813819,2024,11600,Estimated,429,75,1.597,0.444,0.0979,0.64,14600,Short Term
"015-0249",4U : Urban Minor Arterial,34.189612,-84.819064,2024,8310,Estimated,216,51,1.593,0,0.1075,0.61,10500,Short Term
"015-0252",4U : Urban Minor Arterial,34.200404,-84.827232,2024,4560,Estimated,192,54,3.168,0.396,0.1117,0.6,5750,Short Term
"015-0254",3U : Urban Principal Arterial - Other,34.219303,-84.852924,2024,5410,Estimated,227,48,4.731,0.653,0.115,0.62,6820,Short Term
"015-0256",4U : Urban Minor Arterial,34.230284,-84.860076,2024,7380,Estimated,351,46,3.29,0.353,0.1198,0.68,10500,Short Term
"015-0258",5U : Urban Major Collector,34.242175,-84.908383,2024,2570,Estimated,172,34,5.611,0.33,0.1217,0.55,3240,Short Term
"015-0261",5R : Rural Major Collector,34.239911,-84.985346,2024,1560,Estimated,80,23,4.459,0,0.1035,0.54,1970,Short Term
"015-0263",5U : Urban Major Collector,34.181188,-84.738281,2024,360,Estimated,16,32,3.704,9.259,0.1536,0.7,450,Short Term
"015-0265",1U : Urban Principal Arterial - Interstate,34.080147,-84.667695,2024,119000,Calculated,,,,,,,150000,Short Term
"015-0267",1U : Urban Principal Arterial - Interstate,34.088400,-84.718500,2024,105000,Calculated,,,,,,,132000,Short Term
"015-0269",1U : Urban Principal Arterial - Interstate,34.129702,-84.738819,2024,98800,Calculated,,,,,,,124000,Short Term
"015-0272",1U : Urban Principal Arterial - Interstate,34.157171,-84.751263,2024,101000,Calculated,,,,,,,127000,Short Term
"015-0274",1U : Urban Principal Arterial - Interstate,34.190100,-84.766700,2024,103000,Calculated,,,,,,,131000,Short Term
"015-0276",1U : Urban Principal Arterial - Interstate,34.221408,-84.752186,2024,86800,Actual,2673,19352,2.315,12.268,0.0831,0.51,118000,CCS
"015-0278",1U : Urban Principal Arterial - Interstate,34.257100,-84.794600,2024,82800,Calculated,,,,,,,105000,Short Term
"015-0281",1U : Urban Principal Arterial - Interstate,34.328167,-84.855783,2024,77000,Calculated,,,,,,,97000,Short Term
"015-0283",1U : Urban Principal Arterial - Interstate,34.387300,-84.917600,2024,74300,Calculated,,,,,,,93600,Short Term
"015-0285",5R : Rural Major Collector,34.142589,-84.978127,2024,2130,Estimated,196,36,9.544,3.32,0.1163,0.51,3600,Short Term
"015-0289",5R : Rural Major Collector,34.206706,-84.981688,2024,3150,Estimated,200,67,4.595,1.622,0.1235,0.54,3970,Short Term
"015-0292",5R : Rural Major Collector,34.214142,-84.968627,2024,1650,Estimated,145,40,9.697,1.212,0.1039,0.52,2800,Short Term
"015-0294",5R : Rural Major Collector,34.173942,-84.983569,2024,1450,Estimated,116,14,8.434,0.602,0.1203,0.62,1860,Short Term
"015-0296",4U : Urban Minor Arterial,34.152252,-84.938199,2024,3570,Actual,,,,,0.119,0.65,6030,Short Term
"015-0298",4U : Urban Minor Arterial,34.144278,-84.867788,2024,10200,Estimated,,,,,0.1057,0.81,12900,Short Term
"015-0301",4U : Urban Minor Arterial,34.234913,-84.805242,2024,6520,Actual,717,391,6.656,2.829,0.0922,0.57,9150,Short Term
"015-0303",4U : Urban Minor Arterial,34.268423,-84.808073,2024,3540,Estimated,,,,,0.1077,0.56,5040,Short Term
"015-0305",5U : Urban Major Collector,34.293618,-84.808270,2024,1640,Estimated,,,,,0.1018,0.66,2070,Short Term
"015-0307",5R : Rural Major Collector,34.329169,-84.793094,2024,920,Actual,108,37,8.421,4.211,0.1035,0.67,1240,Short Term
"015-0309",5R : Rural Major Collector,34.362745,-84.787458,2024,510,Estimated,,,,,0.1189,0.55,870,Short Term
"015-0312",4U : Urban Minor Arterial,34.233463,-84.855168,2024,2440,Estimated,,,,,0.0912,0.59,3070,Short Term
"015-0314",4U : Urban Minor Arterial,34.244333,-84.852578,2024,4220,Actual,247,39,5.947,1.762,0.1077,0.52,5690,Short Term
"015-0316",4U : Urban Minor Arterial,34.273050,-84.817766,2024,5300,Estimated,409,522,8.194,7.076,0.1023,0.63,7950,Short Term
"015-0318",4U : Urban Minor Arterial,34.272634,-84.780235,2024,4490,Actual,477,217,7.705,2.397,0.1301,0.58,5660,Short Term
"015-0321",5U : Urban Major Collector,34.118612,-84.680461,2024,5280,Estimated,293,49,4.571,1.524,0.1026,0.6,6650,Short Term
"015-0325",4U : Urban Minor Arterial,34.144525,-84.732888,2024,4540,Actual,362,55,8.148,4.074,0.119,0.69,7310,Short Term
"015-0329",5U : Urban Major Collector,34.148429,-84.761948,2024,1120,Estimated,311,90,25,10.156,0.1169,0.66,1510,Short Term
"015-0332",5U : Urban Major Collector,34.158216,-84.751833,2024,240,Actual,12,5,0,2.564,0.166,0.54,300,Short Term
"015-0334",5U : Urban Major Collector,34.165351,-84.805318,2024,5580,Estimated,169,24,3.992,0.21,0.0902,0.63,7030,Short Term
"015-0336",5U : Urban Major Collector,34.165411,-84.812560,2024,5250,Estimated,,,,,0.1032,0.64,6970,Short Term
"015-0338",5U : Urban Major Collector,34.166378,-84.851616,2024,5060,Estimated,,,,,0.1061,0.64,6380,Short Term
"015-0341",5U : Urban Major Collector,34.183253,-84.822830,2024,6330,Estimated,225,35,1.433,0.43,0.1165,0.61,7980,Short Term
"015-0343",5U : Urban Major Collector,34.183278,-84.837039,2024,4610,Estimated,,,,,0.0998,0.62,5810,Short Term
"015-0345",5R : Rural Major Collector,34.274288,-84.955639,2024,2020,Estimated,,,,,0.1085,0.51,2730,Short Term
"015-0347",5U : Urban Major Collector,34.367467,-84.942779,2024,3560,Estimated,265,48,7.281,1.071,0.1317,0.54,6120,Short Term
"015-0352",4U : Urban Minor Arterial,34.176100,-84.790700,2024,5450,Estimated,,,,,0.0934,0.65,6870,Short Term
"015-0354",5U : Urban Major Collector,34.184728,-84.784500,2024,1650,Estimated,,,,,0.102,0.55,2080,Short Term
"015-0357",5U : Urban Major Collector,34.182961,-84.784859,2024,6220,Actual,384,30,4.23,0.169,0.0951,0.52,10700,Short Term
"015-0358",5U : Urban Major Collector,34.186984,-84.775884,2024,3930,Actual,195,28,4.429,0,0.1093,0.62,8290,Short Term
"015-0367",5R : Rural Major Collector,34.085537,-84.989778,2024,570,Estimated,,,,,0.1136,0.77,720,Short Term
"015-0369",5R : Rural Major Collector,34.090459,-84.990576,2024,2460,Actual,240,40,9.215,0.683,0.1191,0.54,3110,Short Term
"015-0374",7R : Rural Local,34.087666,-84.977544,2024,120,Estimated,,,,,0.1433,0.72,150,Short Term
"015-0389",4U : Urban Minor Arterial,34.116000,-84.816000,2024,6880,Estimated,,,,,,,8670,Short Term
"015-0392",4U : Urban Minor Arterial,34.255687,-84.856061,2024,1660,Estimated,119,28,9.524,7.359,0.1418,0.88,2530,Short Term
"015-0396",7U : Urban Local,34.111698,-84.712806,2024,1090,Estimated,,,,,0.1353,0.74,1370,Short Term
"015-0398",7U : Urban Local,34.137968,-84.846683,2024,2160,Estimated,,,,,0.1046,0.64,4530,Short Term
"015-0401",4U : Urban Minor Arterial,34.151236,-84.789557,2024,6440,Estimated,,,,,0.1035,0.64,10300,Short Term
"015-0403",4U : Urban Minor Arterial,34.158095,-84.793996,2024,4700,Estimated,,,,,0.0868,0.55,8620,Short Term
"015-0405",4U : Urban Minor Arterial,34.194600,-84.819660,2024,3820,Estimated,,,,,0.0957,0.63,,Short Term
"015-0407",4U : Urban Minor Arterial,34.162099,-84.795611,2024,3580,Estimated,,,,,,,4510,Short Term
"015-0412",4U : Urban Minor Arterial,34.165125,-84.796832,2024,2350,Actual,64,2,4.508,0,0.104,0.57,3540,Short Term
"015-0414",4U : Urban Minor Arterial,34.217890,-84.801990,2024,11200,Estimated,,,,,0.1058,0.58,,Short Term
"015-0415",4U : Urban Minor Arterial,34.225880,-84.804890,2024,6410,Estimated,,,,,0.1192,0.6,,Short Term
"015-0416",4U : Urban Minor Arterial,34.172319,-84.800716,2024,4430,Estimated,,,,,0.0915,0.67,5580,Short Term
"015-0421",4U : Urban Minor Arterial,34.151238,-84.815560,2024,12500,Actual,604,273,3.964,1.214,0.0986,0.57,15800,Short Term
"015-0423",4U : Urban Minor Arterial,34.149479,-84.802600,2024,16100,Estimated,906,394,3.46,1.289,0.095,0.6,26700,Short Term
"015-0436",4U : Urban Minor Arterial,34.165781,-84.800555,2024,5860,Estimated,,,,,0.1072,0.51,8210,Short Term
"015-0438",5U : Urban Major Collector,34.167698,-84.801077,2024,990,Estimated,,,,,0.1034,0.55,1250,Short Term
"015-0441",5U : Urban Major Collector,34.170107,-84.798461,2024,1780,Estimated,26,0,,,0.131,0.7,2240,Short Term
"015-0443",5U : Urban Major Collector,34.171510,-84.795141,2024,1480,Estimated,,,,,0.0957,0.58,2110,Short Term
"015-0445",5U : Urban Major Collector,34.172276,-84.790573,2024,1430,Estimated,,,,,0.1242,0.52,1800,Short Term
"015-0447",5U : Urban Major Collector,34.160871,-84.799237,2024,3350,Estimated,,,,,0.1062,0.68,4220,Short Term
"015-0449",5U : Urban Major Collector,34.161745,-84.794991,2024,3990,Estimated,,,,,0.0856,0.58,5030,Short Term
"015-0452",5U : Urban Major Collector,34.161902,-84.789753,2024,3060,Estimated,,,,,0.0953,0.66,4470,Short Term
"015-0454",4U : Urban Minor Arterial,34.152713,-84.807803,2024,4620,Estimated,,,,,0.1105,0.57,6930,Short Term
"015-0458",4U : Urban Minor Arterial,34.158800,-84.803798,2024,4840,Estimated,,,,,,,6100,Short Term
"015-0461",5U : Urban Major Collector,34.162386,-84.803477,2024,3390,Estimated,,,,,0.0876,0.5,4270,Short Term
"015-0463",5U : Urban Major Collector,34.165309,-84.799387,2024,4720,Estimated,59,14,,,0.1002,0.6,5950,Short Term
"015-0465",5U : Urban Major Collector,34.165817,-84.796806,2024,3000,Estimated,,,,,0.1043,0.52,3780,Short Term
"015-0469",5U : Urban Major Collector,34.167289,-84.791272,2024,600,Actual,18,1,3.571,0,0.1395,0.63,760,Short Term
"015-0485",5U : Urban Major Collector,34.164549,-84.793797,2024,910,Estimated,,,,,0.1131,0.59,1350,Short Term
"015-0487",5U : Urban Major Collector,34.168158,-84.795303,2024,1150,Estimated,,,,,0.0952,0.54,1450,Short Term
"015-0492",5U : Urban Major Collector,34.172797,-84.797216,2024,1200,Estimated,,,,,0.1033,0.54,1510,Short Term
"015-0494",7U : Urban Local,34.180066,-84.798054,2024,1100,Estimated,,,,,0.1159,0.53,1390,Short Term
"015-0499",5U : Urban Major Collector,34.242900,-84.800296,2024,5440,Estimated,405,87,8.886,0.753,0.1227,0.59,11400,Short Term
"015-0500",5U : Urban Major Collector,34.203111,-84.826275,2024,4440,Estimated,297,70,4.229,1.244,0.0933,0.56,5610,Short Term
"015-0502",5U : Urban Major Collector,34.175944,-84.797626,2024,1080,Estimated,,,,,0.1205,0.53,1360,Short Term
"015-0504",6U : Urban Minor Collector,34.183033,-84.791273,2024,1540,Estimated,,,,,0.1048,0.6,1960,Short Term
"015-0506",5U : Urban Major Collector,34.166031,-84.802958,2024,880,Estimated,,,,,0.1142,0.74,1110,Short Term
"015-0508",4U : Urban Minor Arterial,34.166323,-84.798611,2024,5420,Estimated,125,2,,,0.0858,0.6,6830,Short Term
"015-0513",4U : Urban Minor Arterial,34.167070,-84.795724,2024,9190,Estimated,,,,,0.1187,0.57,11600,Short Term
"015-0514",4U : Urban Minor Arterial,34.176983,-84.804744,2024,6700,Estimated,261,33,2.695,0,0.1069,0.68,8440,Short Term
"015-0517",4U : Urban Minor Arterial,34.168338,-84.790856,2024,9910,Estimated,,,,,0.0952,0.51,12500,Short Term
"015-0522",5U : Urban Major Collector,34.167528,-84.788958,2024,290,Estimated,,,,,0.1747,0.52,370,Short Term
"015-0524",5U : Urban Major Collector,34.170069,-84.788220,2024,2830,Estimated,,,,,,,3570,Short Term
"015-0525",5U : Urban Major Collector,34.171416,-84.787906,2024,2560,Estimated,,,,,0.1252,0.66,3230,Short Term
"015-0526",5U : Urban Major Collector,34.174431,-84.787025,2024,3210,Estimated,,,,,0.1072,0.63,4050,Short Term
"015-0531",7U : Urban Local,34.222890,-84.811510,2024,6530,Estimated,,,,,0.1008,0.64,,Short Term
"015-0533",5U : Urban Major Collector,34.175998,-84.785932,2024,3580,Estimated,,,,,0.1071,0.65,4510,Short Term
"015-0535",5U : Urban Major Collector,34.218640,-84.818930,2024,11200,Estimated,,,,,0.0975,0.52,,Short Term
"015-0540",5U : Urban Major Collector,34.145488,-84.810853,2024,4700,Estimated,216,29,2.292,0.208,0.1053,0.55,5920,Short Term
"015-0542",5U : Urban Major Collector,34.163530,-84.878411,2024,1500,Actual,110,7,8.097,0,0.1648,0.64,1890,Short Term
"015-0544",6U : Urban Minor Collector,34.204220,-84.885999,2024,110,Estimated,12,3,10.526,15.789,0.1733,0.63,140,Short Term
"015-0550",5U : Urban Major Collector,34.138065,-84.808826,2024,1040,Estimated,,,,,0.1378,0.54,1310,Short Term
"015-0552",7U : Urban Local,34.139156,-84.828694,2024,1100,Estimated,,,,,0.182,0.71,1820,Short Term
"015-0554",5R : Rural Major Collector,34.393558,-84.800913,2024,600,Estimated,47,10,1.613,1.613,0.1083,0.69,870,Short Term
"015-0556",5U : Urban Major Collector,34.269270,-84.810617,2024,2230,Actual,106,14,2.381,0.397,0.1132,0.61,3050,Short Term
"015-0562",7R : Rural Local,34.340510,-84.730093,2024,60,Estimated,6,0,,,0.1562,0.7,80,Short Term
"015-0564",7R : Rural Local,34.383344,-84.829516,2024,90,Estimated,,,,,0.1608,0.53,110,Short Term
"015-0566",4U : Urban Minor Arterial,34.178887,-84.794296,2024,5970,Estimated,,,,,0.087,0.53,7520,Short Term
"015-0568",7U : Urban Local,34.149977,-84.793535,2024,880,Estimated,,,,,0.1348,0.69,1110,Short Term
"015-0570",5U : Urban Major Collector,34.196809,-84.795214,2024,9540,Estimated,,,,,0.0889,0.54,12000,Short Term
"015-0572",5U : Urban Major Collector,34.231675,-84.795915,2024,1720,Estimated,147,264,,,0.0868,0.51,2170,Short Term
"015-0601",4U : Urban Minor Arterial,34.141400,-84.746700,2024,12200,Estimated,,,,,0.0886,0.54,22900,Short Term
"015-0602",4U : Urban Minor Arterial,34.207000,-84.749100,2024,2750,Actual,132,78,5.988,0.599,0.1823,0.57,3470,Short Term
"015-0603",4U : Urban Minor Arterial,34.131200,-84.761319,2024,820,Estimated,109,35,,,0.1401,0.61,1470,Short Term
"015-0604",4U : Urban Minor Arterial,34.123299,-84.766090,2024,6380,Actual,866,674,11.041,7.098,0.1046,0.55,17100,Short Term
"015-0605",4U : Urban Minor Arterial,34.140860,-84.743530,2024,15800,Actual,1960,1503,12.661,6.77,0.0937,0.54,,Short Term
"015-0606",7U : Urban Local,34.120500,-84.761440,2024,5110,Actual,380,41,6.092,0.446,0.1316,0.5,,Short Term
"015-7011",5R : Rural Major Collector,34.085726,-84.979610,2024,930,Estimated,64,12,,,0.1112,0.77,1170,Short Term
"015-7014",5U : Urban Major Collector,34.150404,-84.824449,2024,6180,Estimated,,,,,0.0815,0.58,7790,Short Term
"015-7015",5U : Urban Major Collector,34.159401,-84.939852,2024,1410,Estimated,,,,,0.1205,0.66,2670,Short Term
"015-7016",7U : Urban Local,34.172584,-84.794651,2024,1890,Estimated,,,,,0.1012,0.55,2380,Short Term
"015-7017",5U : Urban Major Collector,34.165749,-84.803253,2024,780,Estimated,,,,,0.1347,0.72,1050,Short Term
"015-7018",7U : Urban Local,34.160000,-84.786600,2024,80,Estimated,,,,,,,100,Short Term
"015-8007",7R : Rural Local,34.286788,-84.965150,2024,180,Actual,16,1,15.385,0,0.1444,0.62,230,Short Term
"015-8009",7R : Rural Local,34.308600,-84.934100,2024,60,Estimated,,,,,,,80,Short Term
"015-8017",6U : Urban Minor Collector,34.231342,-84.821029,2024,2540,Estimated,,,,,0.0941,0.62,3200,Short Term
"015-8023",7U : Urban Local,34.210070,-84.780320,2024,2370,Actual,113,5,3.69,0.369,0.1142,0.57,2990,Short Term
"015-8029",7R : Rural Local,34.200721,-84.660502,2024,220,Estimated,,,,,0.1245,0.78,530,Short Term
"015-8031",7R : Rural Local,34.411200,-84.688000,2024,140,Actual,18,2,0,5.556,0.125,0.5,180,Short Term
"015-8035",7U : Urban Local,34.135991,-84.829340,2024,200,Estimated,9,0,,,0.1713,0.71,250,Short Term
"015-8041",7U : Urban Local,34.213627,-84.819904,2024,650,Estimated,,,,,,,820,Short Term
"015-8043",7U : Urban Local,34.141457,-84.811297,2024,180,Estimated,26,1,20.833,0,0.1386,0.5,430,Short Term
"015-8047",7U : Urban Local,34.163734,-84.867915,2024,320,Actual,36,2,10.39,1.299,0.2377,0.58,410,Short Term
"015-8049",7U : Urban Local,34.250863,-84.792019,2024,70,Estimated,3,0,11.111,0,0.1448,0.67,90,Short Term
"015-8053",7U : Urban Local,34.200140,-84.854284,2024,60,Actual,3,0,33.333,0,0.15,0.56,180,Short Term
"015-8055",7U : Urban Local,34.233415,-84.742589,2024,40,Actual,1,0,0,0,0.2,0.63,120,Short Term
"015-8059",7R : Rural Local,34.280261,-84.957974,2024,180,Actual,18,0,13.043,0,0.1307,0.65,230,Short Term
"015-8061",7U : Urban Local,34.084021,-84.747454,2024,40,Estimated,1,1,,,0.1881,0.5,60,Short Term
"015-8065",7U : Urban Local,34.132901,-84.753407,2024,80,Estimated,8,1,,,0.1146,0.75,100,Short Term
"015-8067",7U : Urban Local,34.181900,-84.797100,2024,310,Estimated,,,,,,,390,Short Term
"015-8071",7U : Urban Local,34.168000,-84.796800,2024,90,Estimated,,,,,,,110,Short Term
"015-8073",5U : Urban Major Collector,34.165173,-84.787671,2024,100,Actual,10,0,15.385,0,0.1262,0.54,130,Short Term
"015-8077",7U : Urban Local,34.147100,-84.806700,2024,190,Estimated,,,,,,,240,Short Term
"015-8079",7U : Urban Local,34.144570,-84.808549,2024,200,Estimated,,,,,0.2778,0.55,260,Short Term
"015-8085",7U : Urban Local,34.186677,-84.780967,2024,960,Actual,64,10,3.704,0,0.1402,0.59,1210,Short Term
"015-8092",7U : Urban Local,34.171821,-84.908393,2024,340,Estimated,24,4,,,0.1118,0.53,650,Short Term
"015-8093",7R : Rural Local,34.108448,-84.953129,2024,2220,Estimated,159,31,,,0.1499,0.75,3290,Short Term
"015-8094",7R : Rural Local,34.102137,-84.948411,2024,110,Estimated,15,1,25.926,0,0.2542,0.63,140,Short Term
